Notes	County	County Code	Year	Year Code	ICD-10 113 Cause List	ICD-10 113 Cause List Code	Deaths	Population	Crude Rate
	Arapahoe County, CO	8005.0	2005.0	2005.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	34	524466	6.48
	Arapahoe County, CO	8005.0	2006.0	2006.0	#Influenza and pneumonia (J09-J18)	GR113-076	55	531619	10.35
	Arapahoe County, CO	8005.0	2006.0	2006.0	Pneumonia (J12-J18)	GR113-078	54	531619	10.16
	Arapahoe County, CO	8005.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	174	531619	32.73
	Arapahoe County, CO	8005.0	2006.0	2006.0	Emphysema (J43)	GR113-084	14	531619	Unreliable
	Arapahoe County, CO	8005.0	2006.0	2006.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	158	531619	29.72
	Arapahoe County, CO	8005.0	2006.0	2006.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	27	531619	5.08
	Arapahoe County, CO	8005.0	2006.0	2006.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	49	531619	9.22
	Arapahoe County, CO	8005.0	2007.0	2007.0	#Influenza and pneumonia (J09-J18)	GR113-076	56	542039	10.33
	Arapahoe County, CO	8005.0	2007.0	2007.0	Pneumonia (J12-J18)	GR113-078	56	542039	10.33
	Arapahoe County, CO	8005.0	2007.0	2007.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	178	542039	32.84
	Arapahoe County, CO	8005.0	2007.0	2007.0	Emphysema (J43)	GR113-084	25	542039	4.61
	Arapahoe County, CO	8005.0	2007.0	2007.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	146	542039	26.94
	Arapahoe County, CO	8005.0	2007.0	2007.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	23	542039	4.24
	Arapahoe County, CO	8005.0	2007.0	2007.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	43	542039	7.93
	Arapahoe County, CO	8005.0	2008.0	2008.0	#Influenza and pneumonia (J09-J18)	GR113-076	64	552461	11.58
	Arapahoe County, CO	8005.0	2008.0	2008.0	Pneumonia (J12-J18)	GR113-078	61	552461	11.04
	Arapahoe County, CO	8005.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	241	552461	43.62
	Arapahoe County, CO	8005.0	2008.0	2008.0	Emphysema (J43)	GR113-084	14	552461	Unreliable
	Arapahoe County, CO	8005.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	221	552461	40.00
	Arapahoe County, CO	8005.0	2008.0	2008.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	31	552461	5.61
	Arapahoe County, CO	8005.0	2008.0	2008.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	36	552461	6.52
	Arapahoe County, CO	8005.0	2009.0	2009.0	#Influenza and pneumonia (J09-J18)	GR113-076	69	563161	12.25
	Arapahoe County, CO	8005.0	2009.0	2009.0	Pneumonia (J12-J18)	GR113-078	65	563161	11.54
	Arapahoe County, CO	8005.0	2009.0	2009.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	202	563161	35.87
	Arapahoe County, CO	8005.0	2009.0	2009.0	Emphysema (J43)	GR113-084	12	563161	Unreliable
	Arapahoe County, CO	8005.0	2009.0	2009.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	184	563161	32.67
	Arapahoe County, CO	8005.0	2009.0	2009.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	31	563161	5.50
	Arapahoe County, CO	8005.0	2009.0	2009.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	42	563161	7.46
	Arapahoe County, CO	8005.0	2010.0	2010.0	#Influenza and pneumonia (J09-J18)	GR113-076	56	572003	9.79
	Arapahoe County, CO	8005.0	2010.0	2010.0	Pneumonia (J12-J18)	GR113-078	56	572003	9.79
	Arapahoe County, CO	8005.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	200	572003	34.96
	Arapahoe County, CO	8005.0	2010.0	2010.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	189	572003	33.04
	Arapahoe County, CO	8005.0	2010.0	2010.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	29	572003	5.07
	Arapahoe County, CO	8005.0	2010.0	2010.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	38	572003	6.64
	Arapahoe County, CO	8005.0	2011.0	2011.0	#Influenza and pneumonia (J09-J18)	GR113-076	54	584948	9.23
	Arapahoe County, CO	8005.0	2011.0	2011.0	Pneumonia (J12-J18)	GR113-078	53	584948	9.06
	Arapahoe County, CO	8005.0	2011.0	2011.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	217	584948	37.10
	Arapahoe County, CO	8005.0	2011.0	2011.0	Emphysema (J43)	GR113-084	12	584948	Unreliable
	Arapahoe County, CO	8005.0	2011.0	2011.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	201	584948	34.36
	Arapahoe County, CO	8005.0	2011.0	2011.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	40	584948	6.84
	Arapahoe County, CO	8005.0	2011.0	2011.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	43	584948	7.35
	Arapahoe County, CO	8005.0	2012.0	2012.0	#Influenza and pneumonia (J09-J18)	GR113-076	46	595546	7.72
	Arapahoe County, CO	8005.0	2012.0	2012.0	Pneumonia (J12-J18)	GR113-078	42	595546	7.05
	Arapahoe County, CO	8005.0	2012.0	2012.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	208	595546	34.93
	Arapahoe County, CO	8005.0	2012.0	2012.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	197	595546	33.08
	Arapahoe County, CO	8005.0	2012.0	2012.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	23	595546	3.86
	Arapahoe County, CO	8005.0	2012.0	2012.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	45	595546	7.56
	Arapahoe County, CO	8005.0	2013.0	2013.0	#Influenza and pneumonia (J09-J18)	GR113-076	48	607070	7.91
	Arapahoe County, CO	8005.0	2013.0	2013.0	Pneumonia (J12-J18)	GR113-078	45	607070	7.41
	Arapahoe County, CO	8005.0	2013.0	2013.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	225	607070	37.06
	Arapahoe County, CO	8005.0	2013.0	2013.0	Emphysema (J43)	GR113-084	12	607070	Unreliable
	Arapahoe County, CO	8005.0	2013.0	2013.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	208	607070	34.26
	Arapahoe County, CO	8005.0	2013.0	2013.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	35	607070	5.77
	Arapahoe County, CO	8005.0	2013.0	2013.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	49	607070	8.07
	Arapahoe County, CO	8005.0	2014.0	2014.0	#Influenza and pneumonia (J09-J18)	GR113-076	83	618821	13.41
	Arapahoe County, CO	8005.0	2014.0	2014.0	Influenza (J09-J11)	GR113-077	14	618821	Unreliable
	Arapahoe County, CO	8005.0	2014.0	2014.0	Pneumonia (J12-J18)	GR113-078	69	618821	11.15
	Arapahoe County, CO	8005.0	2014.0	2014.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	198	618821	32.00
	Arapahoe County, CO	8005.0	2014.0	2014.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	186	618821	30.06
	Arapahoe County, CO	8005.0	2014.0	2014.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	36	618821	5.82
	Arapahoe County, CO	8005.0	2014.0	2014.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	47	618821	7.60
	Arapahoe County, CO	8005.0	2015.0	2015.0	#Influenza and pneumonia (J09-J18)	GR113-076	63	631096	9.98
	Arapahoe County, CO	8005.0	2015.0	2015.0	Pneumonia (J12-J18)	GR113-078	55	631096	8.71
	Arapahoe County, CO	8005.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	206	631096	32.64
	Arapahoe County, CO	8005.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	189	631096	29.95
	Arapahoe County, CO	8005.0	2015.0	2015.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	41	631096	6.50
	Arapahoe County, CO	8005.0	2015.0	2015.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	50	631096	7.92
	Arapahoe County, CO	8005.0	2016.0	2016.0	#Influenza and pneumonia (J09-J18)	GR113-076	57	637068	8.95
	Arapahoe County, CO	8005.0	2016.0	2016.0	Pneumonia (J12-J18)	GR113-078	52	637068	8.16
	Arapahoe County, CO	8005.0	2016.0	2016.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	226	637068	35.48
	Arapahoe County, CO	8005.0	2016.0	2016.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	210	637068	32.96
	Arapahoe County, CO	8005.0	2016.0	2016.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	38	637068	5.96
	Arapahoe County, CO	8005.0	2016.0	2016.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	40	637068	6.28
	Arapahoe County, CO	8005.0	2017.0	2017.0	#Influenza and pneumonia (J09-J18)	GR113-076	53	643052	8.24
	Arapahoe County, CO	8005.0	2017.0	2017.0	Influenza (J09-J11)	GR113-077	14	643052	Unreliable
	Arapahoe County, CO	8005.0	2017.0	2017.0	Pneumonia (J12-J18)	GR113-078	39	643052	6.06
	Arapahoe County, CO	8005.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	260	643052	40.43
	Arapahoe County, CO	8005.0	2017.0	2017.0	Emphysema (J43)	GR113-084	16	643052	Unreliable
	Arapahoe County, CO	8005.0	2017.0	2017.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	236	643052	36.70
	Arapahoe County, CO	8005.0	2017.0	2017.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	56	643052	8.71
	Arapahoe County, CO	8005.0	2017.0	2017.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	61	643052	9.49
	Arapahoe County, CO	8005.0	2018.0	2018.0	#Influenza and pneumonia (J09-J18)	GR113-076	51	651215	7.83
	Arapahoe County, CO	8005.0	2018.0	2018.0	Influenza (J09-J11)	GR113-077	11	651215	Unreliable
	Arapahoe County, CO	8005.0	2018.0	2018.0	Pneumonia (J12-J18)	GR113-078	40	651215	6.14
	Arapahoe County, CO	8005.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	215	651215	33.02
	Arapahoe County, CO	8005.0	2018.0	2018.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	201	651215	30.87
	Arapahoe County, CO	8005.0	2018.0	2018.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	31	651215	4.76
	Arapahoe County, CO	8005.0	2018.0	2018.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	57	651215	8.75
	Arapahoe County, CO	8005.0	2019.0	2019.0	#Influenza and pneumonia (J09-J18)	GR113-076	42	656590	6.40
	Arapahoe County, CO	8005.0	2019.0	2019.0	Pneumonia (J12-J18)	GR113-078	33	656590	5.03
	Arapahoe County, CO	8005.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	209	656590	31.83
	Arapahoe County, CO	8005.0	2019.0	2019.0	Emphysema (J43)	GR113-084	10	656590	Unreliable
	Arapahoe County, CO	8005.0	2019.0	2019.0	Asthma (J45-J46)	GR113-085	12	656590	Unreliable
	Arapahoe County, CO	8005.0	2019.0	2019.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	186	656590	28.33
	Arapahoe County, CO	8005.0	2019.0	2019.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	33	656590	5.03
	Arapahoe County, CO	8005.0	2019.0	2019.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	64	656590	9.75
	Arapahoe County, CO	8005.0	2020.0	2020.0	#Influenza and pneumonia (J09-J18)	GR113-076	43	657452	6.54
	Arapahoe County, CO	8005.0	2020.0	2020.0	Pneumonia (J12-J18)	GR113-078	38	657452	5.78
	Arapahoe County, CO	8005.0	2020.0	2020.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	199	657452	30.27
	Arapahoe County, CO	8005.0	2020.0	2020.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	187	657452	28.44
	Arapahoe County, CO	8005.0	2020.0	2020.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	32	657452	4.87
	Arapahoe County, CO	8005.0	2020.0	2020.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	71	657452	10.80
	Archuleta County, CO	8007.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	12	12352	Unreliable
	Archuleta County, CO	8007.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	12352	Unreliable
	Archuleta County, CO	8007.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	13315	Unreliable
	Archuleta County, CO	8007.0	2017.0	2017.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	13315	Unreliable
	Bent County, CO	8011.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	19	6012	Unreliable
	Bent County, CO	8011.0	2006.0	2006.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	18	6012	Unreliable
	Bent County, CO	8011.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	15	5962	Unreliable
	Bent County, CO	8011.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	15	5962	Unreliable
	Bent County, CO	8011.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	6499	Unreliable
	Bent County, CO	8011.0	2010.0	2010.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	6499	Unreliable
	Bent County, CO	8011.0	2011.0	2011.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	12	6250	Unreliable
	Bent County, CO	8011.0	2011.0	2011.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	11	6250	Unreliable
	Bent County, CO	8011.0	2014.0	2014.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	5630	Unreliable
	Bent County, CO	8011.0	2014.0	2014.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	5630	Unreliable
	Bent County, CO	8011.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	12	5938	Unreliable
	Bent County, CO	8011.0	2017.0	2017.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	5938	Unreliable
	Boulder County, CO	8013.0	1999.0	1999.0	#Influenza and pneumonia (J09-J18)	GR113-076	38	285901	13.29
	Boulder County, CO	8013.0	1999.0	1999.0	Pneumonia (J12-J18)	GR113-078	38	285901	13.29
	Boulder County, CO	8013.0	1999.0	1999.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	105	285901	36.73
	Boulder County, CO	8013.0	1999.0	1999.0	Emphysema (J43)	GR113-084	10	285901	Unreliable
	Boulder County, CO	8013.0	1999.0	1999.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	90	285901	31.48
	Boulder County, CO	8013.0	1999.0	1999.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	10	285901	Unreliable
	Boulder County, CO	8013.0	1999.0	1999.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	13	285901	Unreliable
	Boulder County, CO	8013.0	2000.0	2000.0	#Influenza and pneumonia (J09-J18)	GR113-076	35	291288	12.02
	Boulder County, CO	8013.0	2000.0	2000.0	Pneumonia (J12-J18)	GR113-078	34	291288	11.67
	Boulder County, CO	8013.0	2000.0	2000.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	97	291288	33.30
	Boulder County, CO	8013.0	2000.0	2000.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	86	291288	29.52
	Boulder County, CO	8013.0	2000.0	2000.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	15	291288	Unreliable
	Boulder County, CO	8013.0	2001.0	2001.0	#Influenza and pneumonia (J09-J18)	GR113-076	34	300727	11.31
	Boulder County, CO	8013.0	2001.0	2001.0	Pneumonia (J12-J18)	GR113-078	32	300727	10.64
	Boulder County, CO	8013.0	2001.0	2001.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	67	300727	22.28
	Boulder County, CO	8013.0	2001.0	2001.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	62	300727	20.62
	Boulder County, CO	8013.0	2001.0	2001.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	21	300727	6.98
	Boulder County, CO	8013.0	2002.0	2002.0	#Influenza and pneumonia (J09-J18)	GR113-076	55	303035	18.15
	Boulder County, CO	8013.0	2002.0	2002.0	Pneumonia (J12-J18)	GR113-078	53	303035	17.49
	Boulder County, CO	8013.0	2002.0	2002.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	75	303035	24.75
	Boulder County, CO	8013.0	2002.0	2002.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	65	303035	21.45
	Boulder County, CO	8013.0	2002.0	2002.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	16	303035	Unreliable
	Boulder County, CO	8013.0	2003.0	2003.0	#Influenza and pneumonia (J09-J18)	GR113-076	48	278768	17.22
	Boulder County, CO	8013.0	2003.0	2003.0	Pneumonia (J12-J18)	GR113-078	44	278768	15.78
	Boulder County, CO	8013.0	2003.0	2003.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	93	278768	33.36
	Boulder County, CO	8013.0	2003.0	2003.0	Emphysema (J43)	GR113-084	10	278768	Unreliable
	Boulder County, CO	8013.0	2003.0	2003.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	79	278768	28.34
	Boulder County, CO	8013.0	2003.0	2003.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	14	278768	Unreliable
	Boulder County, CO	8013.0	2003.0	2003.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	21	278768	7.53
	Boulder County, CO	8013.0	2004.0	2004.0	#Influenza and pneumonia (J09-J18)	GR113-076	43	279728	15.37
	Boulder County, CO	8013.0	2004.0	2004.0	Pneumonia (J12-J18)	GR113-078	42	279728	15.01
	Boulder County, CO	8013.0	2004.0	2004.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	78	279728	27.88
	Boulder County, CO	8013.0	2004.0	2004.0	Emphysema (J43)	GR113-084	12	279728	Unreliable
	Boulder County, CO	8013.0	2004.0	2004.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	60	279728	21.45
	Boulder County, CO	8013.0	2004.0	2004.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	13	279728	Unreliable
	Boulder County, CO	8013.0	2004.0	2004.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	21	279728	7.51
	Boulder County, CO	8013.0	2005.0	2005.0	#Influenza and pneumonia (J09-J18)	GR113-076	38	280241	13.56
	Boulder County, CO	8013.0	2005.0	2005.0	Pneumonia (J12-J18)	GR113-078	36	280241	12.85
	Boulder County, CO	8013.0	2005.0	2005.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	84	280241	29.97
	Boulder County, CO	8013.0	2005.0	2005.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	72	280241	25.69
	Boulder County, CO	8013.0	2005.0	2005.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	15	280241	Unreliable
	Boulder County, CO	8013.0	2005.0	2005.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	11	280241	Unreliable
	Boulder County, CO	8013.0	2006.0	2006.0	#Influenza and pneumonia (J09-J18)	GR113-076	36	284243	12.67
	Boulder County, CO	8013.0	2006.0	2006.0	Pneumonia (J12-J18)	GR113-078	35	284243	12.31
	Boulder County, CO	8013.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	82	284243	28.85
	Boulder County, CO	8013.0	2006.0	2006.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	73	284243	25.68
	Boulder County, CO	8013.0	2006.0	2006.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	13	284243	Unreliable
	Boulder County, CO	8013.0	2006.0	2006.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	13	284243	Unreliable
	Boulder County, CO	8013.0	2007.0	2007.0	#Influenza and pneumonia (J09-J18)	GR113-076	37	287428	12.87
	Boulder County, CO	8013.0	2007.0	2007.0	Pneumonia (J12-J18)	GR113-078	37	287428	12.87
	Boulder County, CO	8013.0	2007.0	2007.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	108	287428	37.57
	Boulder County, CO	8013.0	2007.0	2007.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	100	287428	34.79
	Boulder County, CO	8013.0	2007.0	2007.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	13	287428	Unreliable
	Boulder County, CO	8013.0	2008.0	2008.0	#Influenza and pneumonia (J09-J18)	GR113-076	38	290859	13.06
	Boulder County, CO	8013.0	2008.0	2008.0	Pneumonia (J12-J18)	GR113-078	37	290859	12.72
	Boulder County, CO	8013.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	91	290859	31.29
	Boulder County, CO	8013.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	83	290859	28.54
	Boulder County, CO	8013.0	2008.0	2008.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	13	290859	Unreliable
	Boulder County, CO	8013.0	2008.0	2008.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	18	290859	Unreliable
	Boulder County, CO	8013.0	2009.0	2009.0	#Influenza and pneumonia (J09-J18)	GR113-076	35	293190	11.94
	Boulder County, CO	8013.0	2009.0	2009.0	Pneumonia (J12-J18)	GR113-078	30	293190	10.23
	Boulder County, CO	8013.0	2009.0	2009.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	76	293190	25.92
	Boulder County, CO	8013.0	2009.0	2009.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	69	293190	23.53
	Boulder County, CO	8013.0	2009.0	2009.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	12	293190	Unreliable
	Boulder County, CO	8013.0	2009.0	2009.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	21	293190	7.16
